image,detections,avg_confidence,max_confidence
4_MS_0100_PNG.rf.409bd3ff92dc189618375582d2813e1e.jpg,44,0.83304,0.9384825
4_MS_0101_PNG.rf.ec76ba64f083a89e5ce9258359040bf4.jpg,61,0.8452458,0.9412426
4_MS_0102_PNG.rf.aafe353630f3bea029710dad65a3f687.jpg,66,0.8319566,0.93642056
4_MS_0106_PNG.rf.42f36449e814f53fb0c52ab4c3ebeba2.jpg,81,0.7049929,0.9280501
4_MS_085_PNG.rf.6a881e9b6f7b91a6b2a2325c0d862991.jpg,66,0.82963413,0.93641734
plot4_rgb_0701.jpg,94,0.8164942,0.9384289
